seq,anomaly_score,decision
0,0.000000,ALLOW
1,0.000000,ALLOW
2,0.000000,ALLOW
3,0.000000,ALLOW
4,0.000000,ALLOW
5,2.000000,ALLOW
6,1.800000,ALLOW
7,1.620000,ALLOW
8,3.458000,ALLOW
9,3.112200,ALLOW
10,4.800980,ALLOW
11,4.320882,ALLOW
12,5.888794,ALLOW
13,7.299914,ALLOW
14,8.569923,ALLOW
15,9.712931,ALLOW
16,8.741638,ALLOW
17,9.867474,ALLOW
18,10.880726,ALLOW
19,9.792654,ALLOW
20,8.813388,ALLOW
21,7.932050,ALERT
22,9.138845,ALLOW
23,10.224960,ALLOW
24,9.202464,ALLOW
25,10.282218,ALLOW
26,11.253996,ALLOW
27,12.128596,ALLOW
28,12.765737,ALLOW
29,13.139163,ALLOW
30,13.425247,ALLOW
31,12.082722,ALLOW
32,12.474450,ALLOW
33,12.827005,ALLOW
34,13.144304,ALLOW
35,13.429874,ALLOW
36,12.086887,ALLOW
37,12.478198,ALLOW
38,12.830378,ALLOW
39,13.147340,ALLOW
40,11.832606,ALLOW
41,10.649346,ALLOW
42,9.584411,ALLOW
43,10.375970,ALLOW
44,9.338373,ALLOW
45,8.404536,ALLOW
46,9.514082,ALLOW
47,10.562674,ALLOW
48,9.506407,ALLOW
49,10.555766,ALLOW
50,9.500189,ALLOW
51,8.550170,ALLOW
52,9.695153,ALLOW
53,10.725638,ALLOW
54,11.653074,ALLOW
55,10.487767,ALLOW
56,11.438990,ALLOW
57,10.295091,ALLOW
58,9.265582,ALLOW
59,8.339024,ALLOW
60,9.505121,ALLOW
61,8.554609,ALLOW
62,7.699148,ALLOW
63,8.929233,ALLOW
64,10.036310,ALLOW
65,9.032679,ALLOW
66,8.129411,ALLOW
67,7.316470,ALLOW
68,8.584823,ALLOW
69,9.726341,ALLOW
70,10.753707,ALLOW
71,9.678336,ALLOW
72,8.710502,ALLOW
73,7.839452,ALLOW
74,9.055507,ALLOW
75,10.149956,ALLOW
76,11.134961,ALLOW
77,10.021465,ALLOW
78,9.019318,ALLOW
79,10.117386,ALLOW
80,9.105648,ALLOW
81,10.195083,ALLOW
82,11.175575,ALLOW
83,10.058017,ALLOW
84,9.052215,ALLOW
85,10.146994,ALLOW
86,11.132295,ALLOW
87,12.019065,ALLOW
88,10.817159,ALLOW
89,9.735443,ALLOW
90,8.761898,ALLOW
91,9.885709,ALLOW
92,8.897138,ALLOW
93,8.007424,ALLOW
94,9.206682,ALLOW
95,8.286013,ALLOW
96,7.457412,ALLOW
97,8.711671,ALLOW
98,7.840504,ALLOW
99,9.056453,ALLOW
100,10.150808,ALLOW
101,11.135727,ALLOW
102,10.022155,ALLOW
103,9.019939,ALLOW
104,8.117945,ALLOW
105,7.306151,ALLOW
106,6.575536,ALLOW
107,7.917982,ALLOW
108,7.126184,ALLOW
109,8.413565,ALLOW
110,7.572209,ALLOW
111,8.814988,ALLOW
112,7.933489,ALLOW
113,7.140140,ALLOW
114,8.426126,ALLOW
115,9.583514,ALLOW
116,10.625162,ALLOW
117,11.562646,ALLOW
118,12.406381,ALLOW
119,13.165743,ALLOW
120,13.849169,ALLOW
121,14.464252,ALLOW
122,15.017827,ALLOW
123,15.516044,ALLOW
124,15.964440,ALLOW
125,14.367996,ALLOW
126,12.931196,ALLOW
127,11.638077,ALLOW
128,10.474269,ALLOW
129,11.426842,ALLOW
130,12.284158,ALLOW
131,11.055742,ALLOW
132,9.950168,ALLOW
133,8.955151,ALLOW
134,10.059636,ALLOW
135,11.053672,ALLOW
136,11.948305,ALLOW
137,10.753475,ALLOW
138,11.678127,ALLOW
139,10.510314,ALLOW
140,11.459283,ALLOW
141,10.313355,ALLOW
142,9.282019,ALLOW
143,8.353817,ALLOW
144,9.518436,ALLOW
145,10.566592,ALLOW
146,9.509933,ALLOW
147,10.558940,ALLOW
148,11.503046,ALLOW
149,12.352741,ALLOW
150,11.117467,ALLOW
151,12.005720,ALLOW
152,10.805148,ALLOW
153,9.724633,ALLOW
154,8.752170,ALLOW
155,7.876953,ALLOW
156,9.089258,ALLOW
157,8.180332,ALLOW
158,7.362299,ALLOW
159,8.626069,ALLOW
160,7.763462,ALLOW
161,8.987116,ALLOW
162,8.088404,ALLOW
163,9.279564,ALLOW
164,10.351607,ALLOW
165,11.316447,ALLOW
166,12.184802,ALLOW
167,10.966322,ALLOW
168,9.869690,ALLOW
169,10.882721,ALLOW
170,9.794449,ALLOW
171,10.815004,ALLOW
172,9.733503,ALLOW
173,8.760153,ALLOW
174,7.884138,ALLOW
175,7.095724,ALLOW
176,8.386152,ALLOW
177,7.547536,ALLOW
178,6.792783,ALLOW
179,8.113504,ALLOW
180,7.302154,ALLOW
181,6.571939,ALLOW
182,7.914745,ALLOW
183,7.123270,ALLOW
184,8.410943,ALLOW
185,7.569849,ALLOW
186,8.812864,ALLOW
187,7.931578,ALLOW
188,9.138420,ALLOW
189,8.224578,ALLOW
190,7.402120,ALLOW
191,6.661908,ALLOW
192,7.995717,ALLOW
193,9.196146,ALLOW
194,8.276531,ALLOW
195,9.448878,ALLOW
196,10.503990,ALLOW
