seq,decision
0,ALLOW
1,BLOCK
2,ALLOW
3,BLOCK
4,BLOCK
5,ALLOW
6,ALLOW
7,BLOCK
8,BLOCK
9,BLOCK
10,ALLOW
11,ALLOW
12,ALLOW
13,BLOCK
14,ALLOW
15,ALLOW
16,ALLOW
17,BLOCK
18,BLOCK
19,ALLOW
20,ALLOW
21,ALLOW
22,ALLOW
23,BLOCK
24,ALLOW
25,ALLOW
26,ALLOW
27,ALLOW
28,BLOCK
29,ALLOW
30,ALLOW
31,ALLOW
32,BLOCK
33,BLOCK
34,ALLOW
35,ALLOW
36,ALLOW
37,ALLOW
38,ALLOW
39,BLOCK
40,BLOCK
41,ALLOW
42,ALLOW
43,BLOCK
44,BLOCK
45,ALLOW
46,BLOCK
47,ALLOW
48,BLOCK
49,BLOCK
50,ALLOW
51,BLOCK
52,ALLOW
53,BLOCK
54,BLOCK
55,ALLOW
56,ALLOW
57,ALLOW
58,ALLOW
59,ALLOW
60,ALLOW
61,ALLOW
62,BLOCK
63,BLOCK
64,BLOCK
65,ALLOW
66,ALLOW
67,BLOCK
68,ALLOW
69,BLOCK
70,BLOCK
71,ALLOW
72,BLOCK
73,ALLOW
74,ALLOW
75,ALLOW
76,ALLOW
77,ALLOW
78,ALLOW
79,BLOCK
80,BLOCK
81,ALLOW
82,ALLOW
83,ALLOW
84,ALLOW
85,BLOCK
86,BLOCK
87,BLOCK
88,BLOCK
89,BLOCK
90,ALLOW
91,BLOCK
92,BLOCK
93,BLOCK
94,ALLOW
95,BLOCK
96,ALLOW
97,ALLOW
98,ALLOW
99,ALLOW
100,BLOCK
101,ALLOW
102,BLOCK
103,ALLOW
104,ALLOW
105,BLOCK
106,ALLOW
107,ALLOW
108,BLOCK
109,BLOCK
110,ALLOW
111,BLOCK
112,ALLOW
113,ALLOW
114,BLOCK
115,BLOCK
116,ALLOW
117,BLOCK
118,ALLOW
119,ALLOW
120,ALLOW
121,ALLOW
122,ALLOW
123,ALLOW
124,BLOCK
125,ALLOW
126,BLOCK
127,BLOCK
128,ALLOW
129,ALLOW
130,BLOCK
131,ALLOW
132,ALLOW
133,ALLOW
134,ALLOW
135,ALLOW
136,ALLOW
137,ALLOW
138,ALLOW
139,ALLOW
140,ALLOW
141,ALLOW
142,BLOCK
143,BLOCK
144,ALLOW
145,ALLOW
146,ALLOW
147,ALLOW
148,BLOCK
149,BLOCK
150,ALLOW
151,BLOCK
152,ALLOW
153,ALLOW
154,BLOCK
155,BLOCK
156,BLOCK
157,BLOCK
158,ALLOW
159,ALLOW
160,BLOCK
161,ALLOW
162,BLOCK
163,BLOCK
164,BLOCK
165,BLOCK
166,BLOCK
167,BLOCK
168,ALLOW
169,BLOCK
170,ALLOW
171,ALLOW
172,BLOCK
173,ALLOW
174,ALLOW
175,ALLOW
176,ALLOW
177,ALLOW
178,ALLOW
179,BLOCK
180,BLOCK
181,BLOCK
182,ALLOW
183,ALLOW
184,ALLOW
185,ALLOW
186,BLOCK
187,ALLOW
188,BLOCK
189,ALLOW
190,ALLOW
191,ALLOW
192,ALLOW
193,ALLOW
194,ALLOW
195,BLOCK
196,ALLOW
197,BLOCK
198,BLOCK
199,BLOCK
200,ALLOW
201,BLOCK
202,BLOCK
203,ALLOW
204,ALLOW
205,ALLOW
206,ALLOW
207,BLOCK
208,BLOCK
209,ALLOW
210,BLOCK
211,BLOCK
212,ALLOW
213,ALLOW
214,ALLOW
215,BLOCK
216,ALLOW
217,BLOCK
218,ALLOW
219,ALLOW
220,BLOCK
221,ALLOW
222,BLOCK
223,ALLOW
224,ALLOW
225,ALLOW
226,BLOCK
227,ALLOW
228,ALLOW
229,BLOCK
230,ALLOW
231,ALLOW
232,ALLOW
233,ALLOW
234,BLOCK
235,BLOCK
236,BLOCK
237,BLOCK
238,ALLOW
239,ALLOW
240,ALLOW
241,BLOCK
242,ALLOW
243,ALLOW
244,ALLOW
245,ALLOW
246,BLOCK
247,ALLOW
248,ALLOW
249,BLOCK
250,ALLOW
251,ALLOW
252,ALLOW
253,ALLOW
254,ALLOW
255,ALLOW
256,BLOCK
257,ALLOW
258,BLOCK
259,BLOCK
260,ALLOW
261,ALLOW
262,BLOCK
263,BLOCK
264,BLOCK
265,BLOCK
266,BLOCK
267,ALLOW
268,BLOCK
269,ALLOW
270,BLOCK
271,BLOCK
272,ALLOW
273,ALLOW
274,BLOCK
275,BLOCK
276,ALLOW
277,ALLOW
278,ALLOW
279,ALLOW
280,BLOCK
281,BLOCK
282,BLOCK
283,BLOCK
284,BLOCK
285,ALLOW
286,ALLOW
287,BLOCK
288,BLOCK
289,ALLOW
290,BLOCK
291,ALLOW
292,ALLOW
293,BLOCK
294,ALLOW
295,ALLOW
296,ALLOW
297,BLOCK
298,BLOCK
299,ALLOW
300,ALLOW
301,ALLOW
302,ALLOW
303,BLOCK
304,BLOCK
305,ALLOW
306,ALLOW
307,BLOCK
308,BLOCK
309,ALLOW
310,BLOCK
311,ALLOW
312,BLOCK
313,ALLOW
314,BLOCK
315,BLOCK
316,ALLOW
317,ALLOW
318,ALLOW
319,ALLOW
320,BLOCK
321,ALLOW
322,ALLOW
323,BLOCK
324,ALLOW
325,BLOCK
326,ALLOW
327,ALLOW
328,ALLOW
329,BLOCK
330,ALLOW
331,BLOCK
332,BLOCK
333,ALLOW
334,ALLOW
335,BLOCK
336,ALLOW
337,BLOCK
338,BLOCK
339,BLOCK
340,ALLOW
341,ALLOW
342,ALLOW
343,ALLOW
344,ALLOW
345,BLOCK
346,BLOCK
347,ALLOW
348,BLOCK
349,ALLOW
350,BLOCK
351,ALLOW
352,ALLOW
353,BLOCK
354,ALLOW
355,BLOCK
356,ALLOW
357,BLOCK
358,BLOCK
359,ALLOW
360,BLOCK
361,ALLOW
362,ALLOW
363,BLOCK
364,ALLOW
365,BLOCK
366,ALLOW
367,BLOCK
368,BLOCK
369,ALLOW
370,ALLOW
371,BLOCK
372,ALLOW
373,ALLOW
374,ALLOW
375,ALLOW
376,ALLOW
377,ALLOW
378,ALLOW
379,ALLOW
380,BLOCK
381,ALLOW
382,ALLOW
383,ALLOW
384,BLOCK
385,ALLOW
386,ALLOW
387,BLOCK
388,ALLOW
389,BLOCK
390,BLOCK
391,BLOCK
392,ALLOW
393,BLOCK
394,BLOCK
395,ALLOW
396,BLOCK
397,ALLOW
398,ALLOW
399,BLOCK
400,BLOCK
401,BLOCK
402,ALLOW
403,BLOCK
404,ALLOW
405,ALLOW
406,ALLOW
407,ALLOW
408,ALLOW
409,BLOCK
410,ALLOW
411,ALLOW
412,ALLOW
413,ALLOW
414,ALLOW
