seq,anomaly_score,decision
0,0.000000,ALLOW
1,0.000000,ALLOW
2,0.000000,ALLOW
3,2.000000,ALLOW
4,3.800000,ALLOW
5,5.420000,ALLOW
6,6.878000,ALLOW
7,8.190200,ALLOW
8,9.371180,ALLOW
9,10.434062,ALLOW
10,11.390656,ALLOW
11,12.251590,ALLOW
12,13.026431,ALLOW
13,13.723788,ALLOW
14,14.351409,ALLOW
15,14.916268,ALLOW
16,15.424642,ALLOW
17,15.882177,ALLOW
18,16.293960,ALLOW
19,16.664564,ALLOW
20,16.998107,ALLOW
21,17.298297,ALERT
22,17.568467,ALLOW
23,17.811620,ALLOW
24,18.030458,ALLOW
25,18.227412,ALLOW
26,18.404671,ALLOW
27,16.564204,ALLOW
28,16.907784,ALLOW
29,17.217005,ALLOW
30,17.495305,ALLOW
31,15.745774,ALLOW
32,16.171197,ALLOW
33,16.554077,ALLOW
34,16.898669,ALLOW
35,17.208802,ALLOW
36,17.487922,ALLOW
37,17.739130,ALLOW
38,17.965217,ALLOW
39,18.168695,ALLOW
40,18.351826,ALLOW
41,18.516643,ALLOW
42,18.664979,ALLOW
43,18.798481,ALLOW
44,18.918633,ALLOW
45,19.026770,ALLOW
46,19.124093,ALLOW
47,19.211683,ALLOW
48,19.290515,ALLOW
49,19.361464,ALLOW
50,19.425317,ALLOW
51,17.482785,ALLOW
52,15.734507,ALLOW
53,16.161056,ALLOW
54,16.544951,ALLOW
55,16.890456,ALLOW
56,17.201410,ALLOW
57,17.481269,ALLOW
58,17.733142,ALLOW
59,17.959828,ALLOW
60,18.163845,ALLOW
61,16.347461,ALLOW
62,16.712715,ALLOW
63,17.041443,ALLOW
64,15.337299,ALLOW
65,15.803569,ALLOW
66,16.223212,ALLOW
67,16.600891,ALLOW
68,16.940802,ALLOW
69,17.246722,ALLOW
70,17.522049,ALLOW
71,17.769844,ALLOW
72,17.992860,ALLOW
73,18.193574,ALLOW
74,18.374217,ALLOW
75,18.536795,ALLOW
76,18.683115,ALLOW
77,18.814804,ALLOW
78,18.933324,ALLOW
79,19.039991,ALLOW
80,19.135992,ALLOW
81,19.222393,ALLOW
82,19.300154,ALLOW
83,19.370138,ALLOW
84,17.433124,ALLOW
85,17.689812,ALLOW
86,17.920831,ALLOW
87,18.128748,ALLOW
88,18.315873,ALLOW
89,18.484286,ALLOW
90,18.635857,ALLOW
91,18.772271,ALLOW
92,18.895044,ALLOW
93,19.005540,ALLOW
94,19.104986,ALLOW
95,19.194487,ALLOW
96,19.275039,ALLOW
97,19.347535,ALLOW
98,19.412781,ALLOW
99,17.471503,ALLOW
100,17.724353,ALLOW
101,15.951917,ALLOW
102,16.356726,ALLOW
103,16.721053,ALLOW
104,15.048948,ALLOW
105,15.544053,ALLOW
106,15.989648,ALLOW
107,16.390683,ALLOW
108,16.751615,ALLOW
109,17.076453,ALLOW
110,15.368808,ALLOW
111,15.831927,ALLOW
112,16.248734,ALLOW
113,16.623861,ALLOW
114,16.961475,ALLOW
115,17.265327,ALLOW
116,17.538795,ALLOW
117,17.784915,ALLOW
118,18.006424,ALLOW
119,18.205781,ALLOW
120,18.385203,ALLOW
121,18.546683,ALLOW
122,18.692015,ALLOW
123,18.822813,ALLOW
124,18.940532,ALLOW
125,19.046479,ALLOW
126,19.141831,ALLOW
127,19.227648,ALLOW
128,19.304883,ALLOW
129,17.374395,ALLOW
130,17.636955,ALLOW
131,17.873260,ALLOW
132,18.085934,ALLOW
133,18.277340,ALLOW
134,18.449606,ALLOW
135,18.604646,ALLOW
136,18.744181,ALLOW
137,18.869763,ALLOW
138,18.982787,ALLOW
139,19.084508,ALLOW
140,19.176057,ALLOW
141,17.258451,ALLOW
142,17.532606,ALLOW
143,17.779346,ALLOW
144,16.001411,ALLOW
145,16.401270,ALLOW
146,14.761143,ALLOW
147,15.285029,ALLOW
148,13.756526,ALLOW
149,14.380873,ALLOW
150,14.942786,ALLOW
151,15.448507,ALLOW
152,15.903657,ALLOW
153,16.313291,ALLOW
154,16.681962,ALLOW
155,17.013766,ALLOW
156,17.312389,ALLOW
157,17.581150,ALLOW
158,17.823035,ALLOW
159,18.040732,ALLOW
160,18.236658,ALLOW
161,18.412993,ALLOW
162,18.571693,ALLOW
163,18.714524,ALLOW
164,18.843072,ALLOW
165,18.958764,ALLOW
166,19.062888,ALLOW
167,19.156599,ALLOW
168,19.240939,ALLOW
169,19.316845,ALLOW
170,19.385161,ALLOW
171,19.446645,ALLOW
172,19.501980,ALLOW
173,19.551782,ALLOW
174,19.596604,ALLOW
175,19.636944,ALLOW
176,19.673249,ALLOW
177,19.705924,ALLOW
178,17.735332,ALLOW
179,17.961799,ALLOW
180,18.165619,ALLOW
181,18.349057,ALLOW
182,18.514151,ALLOW
183,18.662736,ALLOW
184,16.796463,ALLOW
185,17.116816,ALLOW
186,17.405135,ALLOW
187,17.664621,ALLOW
188,17.898159,ALLOW
189,18.108343,ALLOW
190,18.297509,ALLOW
191,18.467758,ALLOW
192,18.620982,ALLOW
193,18.758884,ALLOW
194,18.882996,ALLOW
195,18.994696,ALLOW
196,19.095226,ALLOW
