seq,decision
0,ALLOW
1,ALLOW
2,ALLOW
3,ALLOW
4,BLOCK
5,ALLOW
6,ALLOW
7,BLOCK
8,BLOCK
9,BLOCK
10,ALLOW
11,BLOCK
12,ALLOW
13,ALLOW
14,ALLOW
15,BLOCK
16,BLOCK
17,BLOCK
18,BLOCK
19,BLOCK
20,ALLOW
21,BLOCK
22,ALLOW
23,ALLOW
24,BLOCK
25,ALLOW
26,ALLOW
27,BLOCK
28,BLOCK
29,BLOCK
30,BLOCK
31,BLOCK
32,ALLOW
33,BLOCK
34,BLOCK
35,ALLOW
36,ALLOW
37,BLOCK
38,BLOCK
39,BLOCK
40,BLOCK
41,BLOCK
42,BLOCK
43,BLOCK
44,BLOCK
45,BLOCK
46,ALLOW
47,BLOCK
48,ALLOW
49,ALLOW
50,ALLOW
51,ALLOW
52,BLOCK
53,BLOCK
54,BLOCK
55,ALLOW
56,ALLOW
57,BLOCK
58,BLOCK
59,BLOCK
60,BLOCK
61,ALLOW
62,BLOCK
63,ALLOW
64,BLOCK
65,BLOCK
66,BLOCK
67,BLOCK
68,BLOCK
69,BLOCK
70,BLOCK
71,ALLOW
72,ALLOW
73,ALLOW
74,BLOCK
75,ALLOW
76,BLOCK
77,ALLOW
78,ALLOW
79,ALLOW
80,ALLOW
81,BLOCK
82,ALLOW
83,ALLOW
84,ALLOW
85,ALLOW
86,BLOCK
87,ALLOW
88,ALLOW
89,ALLOW
90,ALLOW
91,BLOCK
92,ALLOW
93,BLOCK
94,BLOCK
95,BLOCK
96,BLOCK
97,BLOCK
98,BLOCK
99,ALLOW
100,BLOCK
101,ALLOW
102,ALLOW
103,BLOCK
104,ALLOW
105,ALLOW
106,BLOCK
107,BLOCK
108,BLOCK
109,ALLOW
110,BLOCK
111,BLOCK
112,ALLOW
113,ALLOW
114,BLOCK
115,BLOCK
116,BLOCK
117,BLOCK
118,ALLOW
119,ALLOW
120,ALLOW
121,BLOCK
122,BLOCK
123,BLOCK
124,BLOCK
125,BLOCK
126,BLOCK
127,ALLOW
128,BLOCK
129,ALLOW
130,ALLOW
131,BLOCK
132,BLOCK
133,BLOCK
134,ALLOW
135,BLOCK
136,BLOCK
137,BLOCK
138,BLOCK
139,ALLOW
140,ALLOW
141,ALLOW
142,BLOCK
143,ALLOW
144,BLOCK
145,ALLOW
146,ALLOW
147,BLOCK
148,ALLOW
149,BLOCK
150,ALLOW
151,BLOCK
152,BLOCK
153,ALLOW
154,ALLOW
155,BLOCK
156,ALLOW
157,BLOCK
158,ALLOW
159,ALLOW
160,BLOCK
161,BLOCK
162,ALLOW
163,BLOCK
164,ALLOW
165,BLOCK
166,BLOCK
167,BLOCK
168,ALLOW
169,BLOCK
170,ALLOW
171,BLOCK
172,ALLOW
173,BLOCK
174,BLOCK
175,BLOCK
176,ALLOW
177,ALLOW
178,BLOCK
179,ALLOW
180,BLOCK
181,BLOCK
182,ALLOW
183,ALLOW
184,ALLOW
185,BLOCK
186,ALLOW
187,BLOCK
188,BLOCK
189,BLOCK
190,BLOCK
191,BLOCK
192,BLOCK
193,BLOCK
194,ALLOW
195,BLOCK
196,BLOCK
197,ALLOW
198,BLOCK
199,ALLOW
200,BLOCK
201,BLOCK
202,ALLOW
203,BLOCK
204,BLOCK
205,ALLOW
206,ALLOW
207,BLOCK
208,ALLOW
209,BLOCK
210,BLOCK
211,BLOCK
212,ALLOW
213,BLOCK
214,ALLOW
215,ALLOW
216,BLOCK
217,BLOCK
218,ALLOW
219,BLOCK
220,BLOCK
221,ALLOW
222,BLOCK
223,ALLOW
224,BLOCK
225,BLOCK
226,ALLOW
227,BLOCK
228,BLOCK
229,ALLOW
230,ALLOW
231,ALLOW
232,ALLOW
233,BLOCK
234,BLOCK
235,BLOCK
236,BLOCK
237,BLOCK
238,BLOCK
239,BLOCK
240,ALLOW
241,ALLOW
242,BLOCK
243,ALLOW
244,BLOCK
245,ALLOW
246,BLOCK
247,BLOCK
248,ALLOW
249,BLOCK
250,ALLOW
251,BLOCK
252,BLOCK
253,BLOCK
254,ALLOW
255,ALLOW
256,BLOCK
257,ALLOW
258,ALLOW
259,BLOCK
260,ALLOW
261,BLOCK
262,ALLOW
263,ALLOW
264,BLOCK
265,ALLOW
266,ALLOW
267,BLOCK
268,BLOCK
269,ALLOW
270,BLOCK
271,BLOCK
272,BLOCK
273,ALLOW
274,BLOCK
275,ALLOW
276,ALLOW
277,ALLOW
278,ALLOW
279,ALLOW
280,BLOCK
281,ALLOW
282,ALLOW
283,BLOCK
284,ALLOW
285,BLOCK
286,ALLOW
287,ALLOW
288,ALLOW
289,BLOCK
290,BLOCK
291,ALLOW
292,BLOCK
293,BLOCK
294,BLOCK
295,ALLOW
296,ALLOW
297,ALLOW
298,ALLOW
299,BLOCK
300,BLOCK
301,BLOCK
302,ALLOW
303,BLOCK
304,BLOCK
305,ALLOW
306,ALLOW
307,BLOCK
308,ALLOW
309,BLOCK
310,BLOCK
311,ALLOW
312,BLOCK
313,ALLOW
314,BLOCK
315,BLOCK
316,ALLOW
317,ALLOW
318,BLOCK
319,BLOCK
320,ALLOW
321,BLOCK
322,ALLOW
323,BLOCK
324,BLOCK
325,ALLOW
326,ALLOW
327,BLOCK
328,BLOCK
329,ALLOW
330,BLOCK
331,ALLOW
332,BLOCK
333,BLOCK
334,BLOCK
335,BLOCK
336,BLOCK
337,BLOCK
338,ALLOW
339,BLOCK
340,BLOCK
341,ALLOW
342,ALLOW
343,BLOCK
344,ALLOW
345,ALLOW
346,ALLOW
347,BLOCK
348,BLOCK
349,ALLOW
350,BLOCK
351,BLOCK
352,ALLOW
353,BLOCK
354,ALLOW
355,BLOCK
356,BLOCK
357,ALLOW
358,ALLOW
359,ALLOW
360,ALLOW
361,BLOCK
362,ALLOW
363,ALLOW
364,ALLOW
365,BLOCK
366,ALLOW
367,BLOCK
368,BLOCK
369,ALLOW
370,BLOCK
371,BLOCK
372,BLOCK
373,BLOCK
374,ALLOW
375,BLOCK
376,ALLOW
377,BLOCK
378,BLOCK
379,BLOCK
380,ALLOW
381,BLOCK
382,BLOCK
383,BLOCK
384,ALLOW
385,BLOCK
386,ALLOW
387,BLOCK
388,BLOCK
389,ALLOW
390,BLOCK
391,BLOCK
392,BLOCK
393,BLOCK
394,BLOCK
395,ALLOW
396,ALLOW
397,BLOCK
398,BLOCK
399,ALLOW
400,ALLOW
401,ALLOW
402,BLOCK
403,BLOCK
404,BLOCK
405,ALLOW
406,ALLOW
407,ALLOW
408,ALLOW
409,BLOCK
410,BLOCK
411,BLOCK
412,BLOCK
413,ALLOW
414,BLOCK
415,ALLOW
416,BLOCK
417,ALLOW
418,ALLOW
419,BLOCK
420,BLOCK
421,BLOCK
422,BLOCK
423,BLOCK
424,ALLOW
425,BLOCK
426,BLOCK
427,BLOCK
428,ALLOW
429,BLOCK
430,ALLOW
431,ALLOW
432,ALLOW
433,BLOCK
434,ALLOW
435,ALLOW
436,BLOCK
437,ALLOW
438,ALLOW
439,BLOCK
440,ALLOW
441,ALLOW
442,ALLOW
443,BLOCK
444,BLOCK
445,BLOCK
446,ALLOW
447,ALLOW
448,ALLOW
449,ALLOW
450,ALLOW
451,ALLOW
452,ALLOW
453,ALLOW
454,BLOCK
455,BLOCK
456,BLOCK
457,ALLOW
458,BLOCK
459,ALLOW
460,ALLOW
461,ALLOW
462,ALLOW
463,ALLOW
464,BLOCK
465,BLOCK
466,ALLOW
467,ALLOW
468,BLOCK
469,BLOCK
470,BLOCK
471,ALLOW
472,BLOCK
473,ALLOW
474,BLOCK
475,BLOCK
476,ALLOW
477,BLOCK
478,BLOCK
479,BLOCK
480,ALLOW
481,ALLOW
482,BLOCK
483,ALLOW
484,ALLOW
485,ALLOW
486,ALLOW
487,BLOCK
488,BLOCK
489,BLOCK
490,BLOCK
491,ALLOW
492,ALLOW
493,ALLOW
494,ALLOW
495,ALLOW
496,ALLOW
497,ALLOW
498,BLOCK
499,ALLOW
500,BLOCK
501,BLOCK
502,BLOCK
503,ALLOW
504,BLOCK
505,ALLOW
506,BLOCK
507,BLOCK
508,BLOCK
509,BLOCK
510,ALLOW
511,ALLOW
512,BLOCK
513,ALLOW
514,BLOCK
515,ALLOW
516,BLOCK
517,ALLOW
518,ALLOW
519,BLOCK
520,BLOCK
521,BLOCK
522,BLOCK
523,ALLOW
524,BLOCK
525,BLOCK
526,BLOCK
527,ALLOW
528,ALLOW
529,ALLOW
530,ALLOW
531,ALLOW
532,ALLOW
